Mod:Item:MetaData, Localized Name
artisanworktables:artisans_framing_hammer_nickel, Artisan's %s Framing Hammer
artisanworktables:artisans_framing_hammer_platinum, Artisan's %s Framing Hammer
artisanworktables:artisans_framing_hammer_silver, Artisan's %s Framing Hammer
artisanworktables:artisans_framing_hammer_steel, Artisan's %s Framing Hammer
artisanworktables:artisans_framing_hammer_tin, Artisan's %s Framing Hammer
artisanworktables:artisans_framing_hammer_osmium, Artisan's %s Framing Hammer
artisanworktables:artisans_handsaw_iron, Artisan's %s Handsaw
artisanworktables:artisans_handsaw_gold, Artisan's %s Handsaw
artisanworktables:artisans_handsaw_diamond, Artisan's %s Handsaw
artisanworktables:artisans_handsaw_aluminum, Artisan's %s Handsaw
artisanworktables:artisans_handsaw_bronze, Artisan's %s Handsaw
artisanworktables:artisans_handsaw_constantan, Artisan's %s Handsaw
artisanworktables:artisans_handsaw_copper, Artisan's %s Handsaw
artisanworktables:artisans_handsaw_electrum, Artisan's %s Handsaw
artisanworktables:artisans_handsaw_invar, Artisan's %s Handsaw
artisanworktables:artisans_handsaw_lead, Artisan's %s Handsaw
artisanworktables:artisans_handsaw_nickel, Artisan's %s Handsaw
artisanworktables:artisans_handsaw_platinum, Artisan's %s Handsaw
artisanworktables:artisans_handsaw_silver, Artisan's %s Handsaw
artisanworktables:artisans_handsaw_steel, Artisan's %s Handsaw
artisanworktables:artisans_handsaw_tin, Artisan's %s Handsaw
artisanworktables:artisans_handsaw_osmium, Artisan's %s Handsaw
artisanworktables:artisans_cutting_board_iron, Artisan's %s Cutting Board
artisanworktables:artisans_cutting_board_gold, Artisan's %s Cutting Board
artisanworktables:artisans_cutting_board_diamond, Artisan's %s Cutting Board
artisanworktables:artisans_cutting_board_aluminum, Artisan's %s Cutting Board
artisanworktables:artisans_cutting_board_bronze, Artisan's %s Cutting Board
artisanworktables:artisans_cutting_board_constantan, Artisan's %s Cutting Board
artisanworktables:artisans_cutting_board_copper, Artisan's %s Cutting Board
artisanworktables:artisans_cutting_board_electrum, Artisan's %s Cutting Board
artisanworktables:artisans_cutting_board_invar, Artisan's %s Cutting Board
artisanworktables:artisans_cutting_board_lead, Artisan's %s Cutting Board
artisanworktables:artisans_cutting_board_nickel, Artisan's %s Cutting Board
artisanworktables:artisans_cutting_board_platinum, Artisan's %s Cutting Board
artisanworktables:artisans_cutting_board_silver, Artisan's %s Cutting Board
artisanworktables:artisans_cutting_board_steel, Artisan's %s Cutting Board
artisanworktables:artisans_cutting_board_tin, Artisan's %s Cutting Board
artisanworktables:artisans_cutting_board_osmium, Artisan's %s Cutting Board
artisanworktables:artisans_pan_iron, Artisan's %s Pan
artisanworktables:artisans_pan_gold, Artisan's %s Pan
artisanworktables:artisans_pan_diamond, Artisan's %s Pan
artisanworktables:artisans_pan_aluminum, Artisan's %s Pan
artisanworktables:artisans_pan_bronze, Artisan's %s Pan
artisanworktables:artisans_pan_constantan, Artisan's %s Pan
artisanworktables:artisans_pan_copper, Artisan's %s Pan
artisanworktables:artisans_pan_electrum, Artisan's %s Pan
artisanworktables:artisans_pan_invar, Artisan's %s Pan
artisanworktables:artisans_pan_lead, Artisan's %s Pan
artisanworktables:artisans_pan_nickel, Artisan's %s Pan
artisanworktables:artisans_pan_platinum, Artisan's %s Pan
artisanworktables:artisans_pan_silver, Artisan's %s Pan
artisanworktables:artisans_pan_steel, Artisan's %s Pan
artisanworktables:artisans_pan_tin, Artisan's %s Pan
artisanworktables:artisans_pan_osmium, Artisan's %s Pan
artisanworktables:artisans_beaker_iron, Artisan's %s Beaker
artisanworktables:artisans_beaker_gold, Artisan's %s Beaker
artisanworktables:artisans_beaker_diamond, Artisan's %s Beaker
artisanworktables:artisans_beaker_aluminum, Artisan's %s Beaker
artisanworktables:artisans_beaker_bronze, Artisan's %s Beaker
artisanworktables:artisans_beaker_constantan, Artisan's %s Beaker
artisanworktables:artisans_beaker_copper, Artisan's %s Beaker
artisanworktables:artisans_beaker_electrum, Artisan's %s Beaker
artisanworktables:artisans_beaker_invar, Artisan's %s Beaker
artisanworktables:artisans_beaker_lead, Artisan's %s Beaker
artisanworktables:artisans_beaker_nickel, Artisan's %s Beaker
artisanworktables:artisans_beaker_platinum, Artisan's %s Beaker
artisanworktables:artisans_beaker_silver, Artisan's %s Beaker
artisanworktables:artisans_beaker_steel, Artisan's %s Beaker
artisanworktables:artisans_beaker_tin, Artisan's %s Beaker
artisanworktables:artisans_beaker_osmium, Artisan's %s Beaker
artisanworktables:artisans_burner_iron, Artisan's %s Burner
artisanworktables:artisans_burner_gold, Artisan's %s Burner
artisanworktables:artisans_burner_diamond, Artisan's %s Burner
artisanworktables:artisans_burner_aluminum, Artisan's %s Burner
artisanworktables:artisans_burner_bronze, Artisan's %s Burner
artisanworktables:artisans_burner_constantan, Artisan's %s Burner
artisanworktables:artisans_burner_copper, Artisan's %s Burner
artisanworktables:artisans_burner_electrum, Artisan's %s Burner
artisanworktables:artisans_burner_invar, Artisan's %s Burner
artisanworktables:artisans_burner_lead, Artisan's %s Burner
artisanworktables:artisans_burner_nickel, Artisan's %s Burner
artisanworktables:artisans_burner_platinum, Artisan's %s Burner
artisanworktables:artisans_burner_silver, Artisan's %s Burner
artisanworktables:artisans_burner_steel, Artisan's %s Burner
artisanworktables:artisans_burner_tin, Artisan's %s Burner
artisanworktables:artisans_burner_osmium, Artisan's %s Burner
artisanworktables:artisans_pencil_iron, Artisan's %s Pencil
artisanworktables:artisans_pencil_gold, Artisan's %s Pencil
artisanworktables:artisans_pencil_diamond, Artisan's %s Pencil
artisanworktables:artisans_pencil_aluminum, Artisan's %s Pencil
artisanworktables:artisans_pencil_bronze, Artisan's %s Pencil
artisanworktables:artisans_pencil_constantan, Artisan's %s Pencil
artisanworktables:artisans_pencil_copper, Artisan's %s Pencil
artisanworktables:artisans_pencil_electrum, Artisan's %s Pencil
artisanworktables:artisans_pencil_invar, Artisan's %s Pencil
artisanworktables:artisans_pencil_lead, Artisan's %s Pencil
artisanworktables:artisans_pencil_nickel, Artisan's %s Pencil
artisanworktables:artisans_pencil_platinum, Artisan's %s Pencil
artisanworktables:artisans_pencil_silver, Artisan's %s Pencil
artisanworktables:artisans_pencil_steel, Artisan's %s Pencil
artisanworktables:artisans_pencil_tin, Artisan's %s Pencil
artisanworktables:artisans_pencil_osmium, Artisan's %s Pencil
artisanworktables:artisans_tsquare_iron, Artisan's %s T-Square
artisanworktables:artisans_tsquare_gold, Artisan's %s T-Square
artisanworktables:artisans_tsquare_diamond, Artisan's %s T-Square
artisanworktables:artisans_tsquare_aluminum, Artisan's %s T-Square
artisanworktables:artisans_tsquare_bronze, Artisan's %s T-Square
artisanworktables:artisans_tsquare_constantan, Artisan's %s T-Square
artisanworktables:artisans_tsquare_copper, Artisan's %s T-Square
artisanworktables:artisans_tsquare_electrum, Artisan's %s T-Square
artisanworktables:artisans_tsquare_invar, Artisan's %s T-Square
artisanworktables:artisans_tsquare_lead, Artisan's %s T-Square
artisanworktables:artisans_tsquare_nickel, Artisan's %s T-Square
artisanworktables:artisans_tsquare_platinum, Artisan's %s T-Square
artisanworktables:artisans_tsquare_silver, Artisan's %s T-Square
artisanworktables:artisans_tsquare_steel, Artisan's %s T-Square
artisanworktables:artisans_tsquare_tin, Artisan's %s T-Square
artisanworktables:artisans_tsquare_osmium, Artisan's %s T-Square
artisanworktables:artisans_driver_iron, Artisan's %s Driver
artisanworktables:artisans_driver_gold, Artisan's %s Driver
artisanworktables:artisans_driver_diamond, Artisan's %s Driver
artisanworktables:artisans_driver_aluminum, Artisan's %s Driver
artisanworktables:artisans_driver_bronze, Artisan's %s Driver
artisanworktables:artisans_driver_constantan, Artisan's %s Driver
artisanworktables:artisans_driver_copper, Artisan's %s Driver
artisanworktables:artisans_driver_electrum, Artisan's %s Driver
artisanworktables:artisans_driver_invar, Artisan's %s Driver
artisanworktables:artisans_driver_lead, Artisan's %s Driver
artisanworktables:artisans_driver_nickel, Artisan's %s Driver
artisanworktables:artisans_driver_platinum, Artisan's %s Driver
artisanworktables:artisans_driver_silver, Artisan's %s Driver
artisanworktables:artisans_driver_steel, Artisan's %s Driver
artisanworktables:artisans_driver_tin, Artisan's %s Driver
artisanworktables:artisans_driver_osmium, Artisan's %s Driver
artisanworktables:artisans_spanner_iron, Artisan's %s Spanner
artisanworktables:artisans_spanner_gold, Artisan's %s Spanner
artisanworktables:artisans_spanner_diamond, Artisan's %s Spanner
artisanworktables:artisans_spanner_aluminum, Artisan's %s Spanner
artisanworktables:artisans_spanner_bronze, Artisan's %s Spanner
artisanworktables:artisans_spanner_constantan, Artisan's %s Spanner
artisanworktables:artisans_spanner_copper, Artisan's %s Spanner
artisanworktables:artisans_spanner_electrum, Artisan's %s Spanner
artisanworktables:artisans_spanner_invar, Artisan's %s Spanner
artisanworktables:artisans_spanner_lead, Artisan's %s Spanner
artisanworktables:artisans_spanner_nickel, Artisan's %s Spanner
artisanworktables:artisans_spanner_platinum, Artisan's %s Spanner
artisanworktables:artisans_spanner_silver, Artisan's %s Spanner
artisanworktables:artisans_spanner_steel, Artisan's %s Spanner
artisanworktables:artisans_spanner_tin, Artisan's %s Spanner
artisanworktables:artisans_spanner_osmium, Artisan's %s Spanner
artisanworktables:artisans_lens_iron, Artisan's %s Lens
artisanworktables:artisans_lens_gold, Artisan's %s Lens
artisanworktables:artisans_lens_diamond, Artisan's %s Lens
artisanworktables:artisans_lens_aluminum, Artisan's %s Lens
artisanworktables:artisans_lens_bronze, Artisan's %s Lens
artisanworktables:artisans_lens_constantan, Artisan's %s Lens
artisanworktables:artisans_lens_copper, Artisan's %s Lens
artisanworktables:artisans_lens_electrum, Artisan's %s Lens
artisanworktables:artisans_lens_invar, Artisan's %s Lens
artisanworktables:artisans_lens_lead, Artisan's %s Lens
artisanworktables:artisans_lens_nickel, Artisan's %s Lens
artisanworktables:artisans_lens_platinum, Artisan's %s Lens
artisanworktables:artisans_lens_silver, Artisan's %s Lens
artisanworktables:artisans_lens_steel, Artisan's %s Lens
artisanworktables:artisans_lens_tin, Artisan's %s Lens
artisanworktables:artisans_lens_osmium, Artisan's %s Lens
artisanworktables:artisans_sifter_iron, Artisan's %s Sifter
artisanworktables:artisans_sifter_gold, Artisan's %s Sifter
artisanworktables:artisans_sifter_diamond, Artisan's %s Sifter
artisanworktables:artisans_sifter_aluminum, Artisan's %s Sifter
artisanworktables:artisans_sifter_bronze, Artisan's %s Sifter
artisanworktables:artisans_sifter_constantan, Artisan's %s Sifter
artisanworktables:artisans_sifter_copper, Artisan's %s Sifter
artisanworktables:artisans_sifter_electrum, Artisan's %s Sifter
artisanworktables:artisans_sifter_invar, Artisan's %s Sifter
artisanworktables:artisans_sifter_lead, Artisan's %s Sifter
artisanworktables:artisans_sifter_nickel, Artisan's %s Sifter
artisanworktables:artisans_sifter_platinum, Artisan's %s Sifter
artisanworktables:artisans_sifter_silver, Artisan's %s Sifter
artisanworktables:artisans_sifter_steel, Artisan's %s Sifter
artisanworktables:artisans_sifter_tin, Artisan's %s Sifter
artisanworktables:artisans_sifter_osmium, Artisan's %s Sifter
artisanworktables:artisans_gemcutter_iron, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_gold, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_diamond, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_aluminum, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_bronze, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_constantan, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_copper, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_electrum, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_invar, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_lead, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_nickel, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_platinum, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_silver, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_steel, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_tin, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_osmium, Artisan's %s Gemcutter
artisanworktables:artisans_pliers_iron, Artisan's %s Pliers
artisanworktables:artisans_pliers_gold, Artisan's %s Pliers
artisanworktables:artisans_pliers_diamond, Artisan's %s Pliers
artisanworktables:artisans_pliers_aluminum, Artisan's %s Pliers
artisanworktables:artisans_pliers_bronze, Artisan's %s Pliers
artisanworktables:artisans_pliers_constantan, Artisan's %s Pliers
artisanworktables:artisans_pliers_copper, Artisan's %s Pliers
artisanworktables:artisans_pliers_electrum, Artisan's %s Pliers
artisanworktables:artisans_pliers_invar, Artisan's %s Pliers
artisanworktables:artisans_pliers_lead, Artisan's %s Pliers
artisanworktables:artisans_pliers_nickel, Artisan's %s Pliers
artisanworktables:artisans_pliers_platinum, Artisan's %s Pliers
artisanworktables:artisans_pliers_silver, Artisan's %s Pliers
artisanworktables:artisans_pliers_steel, Artisan's %s Pliers
artisanworktables:artisans_pliers_tin, Artisan's %s Pliers
artisanworktables:artisans_pliers_osmium, Artisan's %s Pliers
artisanworktables:artisans_athame_iron, Artisan's %s Athame
artisanworktables:artisans_athame_gold, Artisan's %s Athame
artisanworktables:artisans_athame_diamond, Artisan's %s Athame
artisanworktables:artisans_athame_aluminum, Artisan's %s Athame
artisanworktables:artisans_athame_bronze, Artisan's %s Athame
artisanworktables:artisans_athame_constantan, Artisan's %s Athame
artisanworktables:artisans_athame_copper, Artisan's %s Athame
artisanworktables:artisans_athame_electrum, Artisan's %s Athame
artisanworktables:artisans_athame_invar, Artisan's %s Athame
artisanworktables:artisans_athame_lead, Artisan's %s Athame
artisanworktables:artisans_athame_nickel, Artisan's %s Athame
artisanworktables:artisans_athame_platinum, Artisan's %s Athame
artisanworktables:artisans_athame_silver, Artisan's %s Athame
artisanworktables:artisans_athame_steel, Artisan's %s Athame
artisanworktables:artisans_athame_tin, Artisan's %s Athame
artisanworktables:artisans_athame_osmium, Artisan's %s Athame
artisanworktables:artisans_grimoire_iron, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_gold, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_diamond, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_aluminum, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_bronze, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_constantan, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_copper, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_electrum, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_invar, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_lead, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_nickel, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_platinum, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_silver, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_steel, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_tin, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_osmium, Artisan's %s-Bound Grimoire
artisanworktables:artisans_chisel_iron, Artisan's %s Chisel
artisanworktables:artisans_chisel_gold, Artisan's %s Chisel
artisanworktables:artisans_chisel_diamond, Artisan's %s Chisel
artisanworktables:artisans_chisel_aluminum, Artisan's %s Chisel
artisanworktables:artisans_chisel_bronze, Artisan's %s Chisel
artisanworktables:artisans_chisel_constantan, Artisan's %s Chisel
artisanworktables:artisans_chisel_copper, Artisan's %s Chisel
artisanworktables:artisans_chisel_electrum, Artisan's %s Chisel
artisanworktables:artisans_chisel_invar, Artisan's %s Chisel
artisanworktables:artisans_chisel_lead, Artisan's %s Chisel
artisanworktables:artisans_chisel_nickel, Artisan's %s Chisel
artisanworktables:artisans_chisel_platinum, Artisan's %s Chisel
artisanworktables:artisans_chisel_silver, Artisan's %s Chisel
artisanworktables:artisans_chisel_steel, Artisan's %s Chisel
artisanworktables:artisans_chisel_tin, Artisan's %s Chisel
artisanworktables:artisans_chisel_osmium, Artisan's %s Chisel
artisanworktables:artisans_trowel_iron, Artisan's %s Trowel
artisanworktables:artisans_trowel_gold, Artisan's %s Trowel
artisanworktables:artisans_trowel_diamond, Artisan's %s Trowel
artisanworktables:artisans_trowel_aluminum, Artisan's %s Trowel
artisanworktables:artisans_trowel_bronze, Artisan's %s Trowel
artisanworktables:artisans_trowel_constantan, Artisan's %s Trowel
artisanworktables:artisans_trowel_copper, Artisan's %s Trowel
artisanworktables:artisans_trowel_electrum, Artisan's %s Trowel
artisanworktables:artisans_trowel_invar, Artisan's %s Trowel
artisanworktables:artisans_trowel_lead, Artisan's %s Trowel
artisanworktables:artisans_trowel_nickel, Artisan's %s Trowel
artisanworktables:artisans_trowel_platinum, Artisan's %s Trowel
artisanworktables:artisans_trowel_silver, Artisan's %s Trowel
artisanworktables:artisans_trowel_steel, Artisan's %s Trowel
artisanworktables:artisans_trowel_tin, Artisan's %s Trowel
artisanworktables:artisans_trowel_osmium, Artisan's %s Trowel
artisanworktables:artisans_carver_iron, Artisan's %s Carver
artisanworktables:artisans_carver_gold, Artisan's %s Carver
artisanworktables:artisans_carver_diamond, Artisan's %s Carver
artisanworktables:artisans_carver_aluminum, Artisan's %s Carver
artisanworktables:artisans_carver_bronze, Artisan's %s Carver
artisanworktables:artisans_carver_constantan, Artisan's %s Carver
artisanworktables:artisans_carver_copper, Artisan's %s Carver
artisanworktables:artisans_carver_electrum, Artisan's %s Carver
artisanworktables:artisans_carver_invar, Artisan's %s Carver
artisanworktables:artisans_carver_lead, Artisan's %s Carver
artisanworktables:artisans_carver_nickel, Artisan's %s Carver
artisanworktables:artisans_carver_platinum, Artisan's %s Carver
artisanworktables:artisans_carver_silver, Artisan's %s Carver
artisanworktables:artisans_carver_steel, Artisan's %s Carver
artisanworktables:artisans_carver_tin, Artisan's %s Carver
artisanworktables:artisans_carver_osmium, Artisan's %s Carver
artisanworktables:artisans_razor_iron, Artisan's %s Razor
